study SID p_name p_item s_name done
04-horstmann 63 E outgoing Intellect NA
04-horstmann 63 E outgoing Mating NA
04-horstmann 63 E outgoing Negativity NA
04-horstmann 63 E outgoing pOsitivity NA
04-horstmann 63 E outgoing Sociality NA
04-horstmann 63 N N Adversity NA
04-horstmann 63 N N Deception NA
04-horstmann 63 N N Duty NA
04-horstmann 63 N N Intellect NA
04-horstmann 63 N N Mating NA
04-horstmann 63 N N Negativity NA
04-horstmann 63 N N pOsitivity NA
04-horstmann 63 N N Sociality NA
04-horstmann 63 O O Adversity NA
04-horstmann 63 O O Deception NA
04-horstmann 63 O O Duty NA
04-horstmann 63 O O Intellect NA
04-horstmann 63 O O Mating NA
04-horstmann 63 O O Negativity NA
04-horstmann 63 O O pOsitivity NA
04-horstmann 63 O O Sociality NA
04-horstmann 64 A A Adversity NA
04-horstmann 64 A A Deception NA
04-horstmann 64 A A Duty NA
04-horstmann 64 A A Intellect NA
04-horstmann 64 A A Mating NA
04-horstmann 64 A A Negativity NA
04-horstmann 64 A A pOsitivity NA
04-horstmann 64 A A Sociality NA
04-horstmann 64 C C Adversity NA
04-horstmann 64 C C Deception NA
04-horstmann 64 C C Duty NA
04-horstmann 64 C C Intellect NA
04-horstmann 64 C C Mating NA
04-horstmann 64 C C Negativity NA
04-horstmann 64 C C pOsitivity NA
04-horstmann 64 C C Sociality NA
04-horstmann 64 E dominant Adversity NA
04-horstmann 64 E dominant Deception NA
04-horstmann 64 E dominant Duty NA
04-horstmann 64 E dominant Intellect NA
04-horstmann 64 E dominant Mating NA
04-horstmann 64 E dominant Negativity NA
04-horstmann 64 E dominant pOsitivity NA
04-horstmann 64 E dominant Sociality NA
04-horstmann 64 E E Adversity NA
04-horstmann 64 E E Deception NA
04-horstmann 64 E E Duty NA
04-horstmann 64 E E Intellect NA
04-horstmann 64 E E Mating NA
04-horstmann 64 E E Negativity NA
04-horstmann 64 E E pOsitivity NA
04-horstmann 64 E E Sociality NA
04-horstmann 64 E outgoing Adversity NA
04-horstmann 64 E outgoing Deception NA
04-horstmann 64 E outgoing Duty NA
04-horstmann 64 E outgoing Intellect NA
04-horstmann 64 E outgoing Mating NA
04-horstmann 64 E outgoing Negativity NA
04-horstmann 64 E outgoing pOsitivity NA
04-horstmann 64 E outgoing Sociality NA
04-horstmann 64 N N Adversity NA
04-horstmann 64 N N Deception NA
04-horstmann 64 N N Duty NA
04-horstmann 64 N N Intellect NA
04-horstmann 64 N N Mating NA
04-horstmann 64 N N Negativity NA
04-horstmann 64 N N pOsitivity NA
04-horstmann 64 N N Sociality NA
04-horstmann 64 O O Adversity NA
04-horstmann 64 O O Deception NA
04-horstmann 64 O O Duty NA
04-horstmann 64 O O Intellect NA
04-horstmann 64 O O Mating NA
04-horstmann 64 O O Negativity NA
04-horstmann 64 O O pOsitivity NA
04-horstmann 64 O O Sociality NA
04-horstmann 65 A A Adversity NA
04-horstmann 65 A A Deception NA
04-horstmann 65 A A Duty NA
04-horstmann 65 A A Intellect NA
04-horstmann 65 A A Mating NA
04-horstmann 65 A A Negativity NA
04-horstmann 65 A A pOsitivity NA
04-horstmann 65 A A Sociality NA
04-horstmann 65 C C Adversity NA
04-horstmann 65 C C Deception NA
04-horstmann 65 C C Duty NA
04-horstmann 65 C C Intellect NA
04-horstmann 65 C C Mating NA
04-horstmann 65 C C Negativity NA
04-horstmann 65 C C pOsitivity NA
04-horstmann 65 C C Sociality NA
04-horstmann 65 E dominant Adversity NA
04-horstmann 65 E dominant Deception NA
04-horstmann 65 E dominant Duty NA
04-horstmann 65 E dominant Intellect NA
04-horstmann 65 E dominant Mating NA
04-horstmann 65 E dominant Negativity NA
04-horstmann 65 E dominant pOsitivity NA
04-horstmann 65 E dominant Sociality NA
04-horstmann 65 E E Adversity NA
04-horstmann 65 E E Deception NA
04-horstmann 65 E E Duty NA
04-horstmann 65 E E Intellect NA
04-horstmann 65 E E Mating NA
04-horstmann 65 E E Negativity NA
04-horstmann 65 E E pOsitivity NA
04-horstmann 65 E E Sociality NA
04-horstmann 65 E outgoing Adversity NA
04-horstmann 65 E outgoing Deception NA
04-horstmann 65 E outgoing Duty NA
04-horstmann 65 E outgoing Intellect NA
04-horstmann 65 E outgoing Mating NA
04-horstmann 65 E outgoing Negativity NA
04-horstmann 65 E outgoing pOsitivity NA
04-horstmann 65 E outgoing Sociality NA
04-horstmann 65 N N Adversity NA
04-horstmann 65 N N Deception NA
04-horstmann 65 N N Duty NA
04-horstmann 65 N N Intellect NA
04-horstmann 65 N N Mating NA
04-horstmann 65 N N Negativity NA
04-horstmann 65 N N pOsitivity NA
04-horstmann 65 N N Sociality NA
04-horstmann 65 O O Adversity NA
04-horstmann 65 O O Deception NA
04-horstmann 65 O O Duty NA
04-horstmann 65 O O Intellect NA
04-horstmann 65 O O Mating NA
04-horstmann 65 O O Negativity NA
04-horstmann 65 O O pOsitivity NA
04-horstmann 65 O O Sociality NA
04-horstmann 66 A A Adversity NA
04-horstmann 66 A A Deception NA
04-horstmann 66 A A Duty NA
04-horstmann 66 A A Intellect NA
04-horstmann 66 A A Mating NA
04-horstmann 66 A A Negativity NA
04-horstmann 66 A A pOsitivity NA
04-horstmann 66 A A Sociality NA
04-horstmann 66 C C Adversity NA
04-horstmann 66 C C Deception NA
04-horstmann 66 C C Duty NA
04-horstmann 66 C C Intellect NA
04-horstmann 66 C C Mating NA
04-horstmann 66 C C Negativity NA
04-horstmann 66 C C pOsitivity NA
04-horstmann 66 C C Sociality NA
04-horstmann 66 E dominant Adversity NA
04-horstmann 66 E dominant Deception NA
04-horstmann 66 E dominant Duty NA
04-horstmann 66 E dominant Intellect NA
04-horstmann 66 E dominant Mating NA
04-horstmann 66 E dominant Negativity NA
04-horstmann 66 E dominant pOsitivity NA
04-horstmann 66 E dominant Sociality NA
04-horstmann 66 E E Adversity NA
04-horstmann 66 E E Deception NA
04-horstmann 66 E E Duty NA
04-horstmann 66 E E Intellect NA
04-horstmann 66 E E Mating NA
04-horstmann 66 E E Negativity NA
04-horstmann 66 E E pOsitivity NA
04-horstmann 66 E E Sociality NA
04-horstmann 66 E outgoing Adversity NA
04-horstmann 66 E outgoing Deception NA
04-horstmann 66 E outgoing Duty NA
04-horstmann 66 E outgoing Intellect NA
04-horstmann 66 E outgoing Mating NA
04-horstmann 66 E outgoing Negativity NA
04-horstmann 66 E outgoing pOsitivity NA
04-horstmann 66 E outgoing Sociality NA
04-horstmann 66 N N Adversity NA
04-horstmann 66 N N Deception NA
04-horstmann 66 N N Duty NA
04-horstmann 66 N N Intellect NA
04-horstmann 66 N N Mating NA
04-horstmann 66 N N Negativity NA
04-horstmann 66 N N pOsitivity NA
04-horstmann 66 N N Sociality NA
04-horstmann 66 O O Adversity NA
04-horstmann 66 O O Deception NA
04-horstmann 66 O O Duty NA
04-horstmann 66 O O Intellect NA
04-horstmann 66 O O Mating NA
04-horstmann 66 O O Negativity NA
04-horstmann 66 O O pOsitivity NA
04-horstmann 66 O O Sociality NA
04-horstmann 67 A A Adversity NA
04-horstmann 67 A A Deception NA
04-horstmann 67 A A Duty NA
04-horstmann 67 A A Intellect NA
04-horstmann 67 A A Mating NA
04-horstmann 67 A A Negativity NA
04-horstmann 67 A A pOsitivity NA
04-horstmann 67 A A Sociality NA
04-horstmann 67 C C Adversity NA
04-horstmann 67 C C Deception NA
04-horstmann 67 C C Duty NA
04-horstmann 67 C C Intellect NA
04-horstmann 67 C C Mating NA
04-horstmann 67 C C Negativity NA
04-horstmann 67 C C pOsitivity NA
04-horstmann 67 C C Sociality NA
04-horstmann 67 E dominant Adversity NA
04-horstmann 67 E dominant Deception NA
04-horstmann 67 E dominant Duty NA
04-horstmann 67 E dominant Intellect NA
04-horstmann 67 E dominant Mating NA
04-horstmann 67 E dominant Negativity NA
04-horstmann 67 E dominant pOsitivity NA
04-horstmann 67 E dominant Sociality NA
04-horstmann 67 E E Adversity NA
04-horstmann 67 E E Deception NA
04-horstmann 67 E E Duty NA
04-horstmann 67 E E Intellect NA
04-horstmann 67 E E Mating NA
04-horstmann 67 E E Negativity NA
04-horstmann 67 E E pOsitivity NA
04-horstmann 67 E E Sociality NA
04-horstmann 67 E outgoing Adversity NA
04-horstmann 67 E outgoing Deception NA
04-horstmann 67 E outgoing Duty NA
04-horstmann 67 E outgoing Intellect NA
04-horstmann 67 E outgoing Mating NA
04-horstmann 67 E outgoing Negativity NA
04-horstmann 67 E outgoing pOsitivity NA
04-horstmann 67 E outgoing Sociality NA
04-horstmann 67 N N Adversity NA
04-horstmann 67 N N Deception NA
04-horstmann 67 N N Duty NA
04-horstmann 67 N N Intellect NA
04-horstmann 67 N N Mating NA
04-horstmann 67 N N Negativity NA
04-horstmann 67 N N pOsitivity NA
04-horstmann 67 N N Sociality NA
04-horstmann 67 O O Adversity NA
04-horstmann 67 O O Deception NA
04-horstmann 67 O O Duty NA
04-horstmann 67 O O Intellect NA
04-horstmann 67 O O Mating NA
04-horstmann 67 O O Negativity NA
04-horstmann 67 O O pOsitivity NA
04-horstmann 67 O O Sociality NA
04-horstmann 69 A A Adversity NA
04-horstmann 69 A A Deception NA
04-horstmann 69 A A Duty NA
04-horstmann 69 A A Intellect NA
04-horstmann 69 A A Mating NA
04-horstmann 69 A A Negativity NA
04-horstmann 69 A A pOsitivity NA
04-horstmann 69 A A Sociality NA
04-horstmann 69 C C Adversity NA
04-horstmann 69 C C Deception NA
04-horstmann 69 C C Duty NA
04-horstmann 69 C C Intellect NA
04-horstmann 69 C C Mating NA
04-horstmann 69 C C Negativity NA
04-horstmann 69 C C pOsitivity NA
04-horstmann 69 C C Sociality NA
04-horstmann 69 E dominant Adversity NA
04-horstmann 69 E dominant Deception NA
04-horstmann 69 E dominant Duty NA
04-horstmann 69 E dominant Intellect NA
04-horstmann 69 E dominant Mating NA
04-horstmann 69 E dominant Negativity NA
04-horstmann 69 E dominant pOsitivity NA
04-horstmann 69 E dominant Sociality NA
04-horstmann 69 E E Adversity NA
04-horstmann 69 E E Deception NA
04-horstmann 69 E E Duty NA
04-horstmann 69 E E Intellect NA
04-horstmann 69 E E Mating NA
04-horstmann 69 E E Negativity NA
04-horstmann 69 E E pOsitivity NA
04-horstmann 69 E E Sociality NA
04-horstmann 69 E outgoing Adversity NA
04-horstmann 69 E outgoing Deception NA
04-horstmann 69 E outgoing Duty NA
04-horstmann 69 E outgoing Intellect NA
04-horstmann 69 E outgoing Mating NA
04-horstmann 69 E outgoing Negativity NA
04-horstmann 69 E outgoing pOsitivity NA
04-horstmann 69 E outgoing Sociality NA
04-horstmann 69 N N Adversity NA
04-horstmann 69 N N Deception NA
04-horstmann 69 N N Duty NA
04-horstmann 69 N N Intellect NA
04-horstmann 69 N N Mating NA
04-horstmann 69 N N Negativity NA
04-horstmann 69 N N pOsitivity NA
04-horstmann 69 N N Sociality NA
04-horstmann 69 O O Adversity NA
04-horstmann 69 O O Deception NA
04-horstmann 69 O O Duty NA
04-horstmann 69 O O Intellect NA
04-horstmann 69 O O Mating NA
04-horstmann 69 O O Negativity NA
04-horstmann 69 O O pOsitivity NA
04-horstmann 69 O O Sociality NA
04-horstmann 7 A A Deception NA
04-horstmann 7 A A Duty NA
04-horstmann 7 A A Intellect NA
04-horstmann 7 A A Mating NA
04-horstmann 7 A A Negativity NA
04-horstmann 7 A A pOsitivity NA
04-horstmann 7 A A Sociality NA
04-horstmann 7 C C Deception NA
04-horstmann 7 C C Duty NA
04-horstmann 7 C C Intellect NA
04-horstmann 7 C C Mating NA
04-horstmann 7 C C Negativity NA
04-horstmann 7 C C pOsitivity NA
04-horstmann 7 C C Sociality NA
04-horstmann 7 E dominant Deception NA
04-horstmann 7 E dominant Duty NA
04-horstmann 7 E dominant Intellect NA
04-horstmann 7 E dominant Mating NA
04-horstmann 7 E dominant Negativity NA
04-horstmann 7 E dominant pOsitivity NA
04-horstmann 7 E dominant Sociality NA
04-horstmann 7 E E Deception NA
04-horstmann 7 E E Duty NA
04-horstmann 7 E E Intellect NA
04-horstmann 7 E E Mating NA
04-horstmann 7 E E Negativity NA
04-horstmann 7 E E pOsitivity NA
04-horstmann 7 E E Sociality NA
04-horstmann 7 E outgoing Deception NA
04-horstmann 7 E outgoing Duty NA
04-horstmann 7 E outgoing Intellect NA
04-horstmann 7 E outgoing Mating NA
04-horstmann 7 E outgoing Negativity NA
04-horstmann 7 E outgoing pOsitivity NA
04-horstmann 7 E outgoing Sociality NA
04-horstmann 7 N N Deception NA
04-horstmann 7 N N Duty NA
04-horstmann 7 N N Intellect NA
04-horstmann 7 N N Mating NA
04-horstmann 7 N N Negativity NA
04-horstmann 7 N N pOsitivity NA
04-horstmann 7 N N Sociality NA
04-horstmann 7 O O Deception NA
04-horstmann 7 O O Duty NA
04-horstmann 7 O O Intellect NA
04-horstmann 7 O O Mating NA
04-horstmann 7 O O Negativity NA
04-horstmann 7 O O pOsitivity NA
04-horstmann 7 O O Sociality NA
04-horstmann 70 A A Adversity NA
04-horstmann 70 A A Duty NA
04-horstmann 70 A A Intellect NA
04-horstmann 70 A A Mating NA
04-horstmann 70 A A Negativity NA
04-horstmann 70 A A pOsitivity NA
04-horstmann 70 A A Sociality NA
04-horstmann 70 C C Adversity NA
04-horstmann 70 C C Duty NA
04-horstmann 70 C C Intellect NA
04-horstmann 70 C C Mating NA
04-horstmann 70 C C Negativity NA
04-horstmann 70 C C pOsitivity NA
04-horstmann 70 C C Sociality NA
04-horstmann 70 E dominant Adversity NA
04-horstmann 70 E dominant Duty NA
04-horstmann 70 E dominant Intellect NA
04-horstmann 70 E dominant Mating NA
04-horstmann 70 E dominant Negativity NA
04-horstmann 70 E dominant pOsitivity NA
04-horstmann 70 E dominant Sociality NA
04-horstmann 70 E E Adversity NA
04-horstmann 70 E E Duty NA
04-horstmann 70 E E Intellect NA
04-horstmann 70 E E Mating NA
04-horstmann 70 E E Negativity NA
04-horstmann 70 E E pOsitivity NA
04-horstmann 70 E E Sociality NA
04-horstmann 70 E outgoing Adversity NA
04-horstmann 70 E outgoing Duty NA
04-horstmann 70 E outgoing Intellect NA
04-horstmann 70 E outgoing Mating NA
04-horstmann 70 E outgoing Negativity NA
04-horstmann 70 E outgoing pOsitivity NA
04-horstmann 70 E outgoing Sociality NA
04-horstmann 70 N N Adversity NA
04-horstmann 70 N N Duty NA
04-horstmann 70 N N Intellect NA
04-horstmann 70 N N Mating NA
04-horstmann 70 N N Negativity NA
04-horstmann 70 N N pOsitivity NA
04-horstmann 70 N N Sociality NA
04-horstmann 70 O O Adversity NA
04-horstmann 70 O O Duty NA
04-horstmann 70 O O Intellect NA
04-horstmann 70 O O Mating NA
04-horstmann 70 O O Negativity NA
04-horstmann 70 O O pOsitivity NA
04-horstmann 70 O O Sociality NA
04-horstmann 72 A A Adversity NA
04-horstmann 72 A A Deception NA
04-horstmann 72 A A Duty NA
04-horstmann 72 A A Intellect NA
04-horstmann 72 A A Mating NA
04-horstmann 72 A A Negativity NA
04-horstmann 72 A A pOsitivity NA
04-horstmann 72 A A Sociality NA
04-horstmann 72 C C Adversity NA
04-horstmann 72 C C Deception NA
04-horstmann 72 C C Duty NA
04-horstmann 72 C C Intellect NA
04-horstmann 72 C C Mating NA
04-horstmann 72 C C Negativity NA
04-horstmann 72 C C pOsitivity NA
04-horstmann 72 C C Sociality NA
04-horstmann 72 E dominant Adversity NA
04-horstmann 72 E dominant Deception NA
04-horstmann 72 E dominant Duty NA
04-horstmann 72 E dominant Intellect NA
04-horstmann 72 E dominant Mating NA
04-horstmann 72 E dominant Negativity NA
04-horstmann 72 E dominant pOsitivity NA
04-horstmann 72 E dominant Sociality NA
04-horstmann 72 E E Adversity NA
04-horstmann 72 E E Deception NA
04-horstmann 72 E E Duty NA
04-horstmann 72 E E Intellect NA
04-horstmann 72 E E Mating NA
04-horstmann 72 E E Negativity NA
04-horstmann 72 E E pOsitivity NA
04-horstmann 72 E E Sociality NA
04-horstmann 72 E outgoing Adversity NA
04-horstmann 72 E outgoing Deception NA
04-horstmann 72 E outgoing Duty NA
04-horstmann 72 E outgoing Intellect NA
04-horstmann 72 E outgoing Mating NA
04-horstmann 72 E outgoing Negativity NA
04-horstmann 72 E outgoing pOsitivity NA
04-horstmann 72 E outgoing Sociality NA
04-horstmann 72 N N Adversity NA
04-horstmann 72 N N Deception NA
04-horstmann 72 N N Duty NA
04-horstmann 72 N N Intellect NA
04-horstmann 72 N N Mating NA
04-horstmann 72 N N Negativity NA
04-horstmann 72 N N pOsitivity NA
04-horstmann 72 N N Sociality NA
04-horstmann 72 O O Adversity NA
04-horstmann 72 O O Deception NA
04-horstmann 72 O O Duty NA
04-horstmann 72 O O Intellect NA
04-horstmann 72 O O Mating NA
04-horstmann 72 O O Negativity NA
04-horstmann 72 O O pOsitivity NA
04-horstmann 72 O O Sociality NA
04-horstmann 73 A A Adversity NA
04-horstmann 73 A A Deception NA
04-horstmann 73 A A Duty NA
04-horstmann 73 A A Intellect NA
04-horstmann 73 A A Mating NA
04-horstmann 73 A A Negativity NA
04-horstmann 73 A A pOsitivity NA
04-horstmann 73 A A Sociality NA
04-horstmann 73 C C Adversity NA
04-horstmann 73 C C Deception NA
04-horstmann 73 C C Duty NA
04-horstmann 73 C C Intellect NA
04-horstmann 73 C C Mating NA
04-horstmann 73 C C Negativity NA
04-horstmann 73 C C pOsitivity NA
04-horstmann 73 C C Sociality NA
04-horstmann 73 E dominant Adversity NA
04-horstmann 73 E dominant Deception NA
04-horstmann 73 E dominant Duty NA
04-horstmann 73 E dominant Intellect NA
04-horstmann 73 E dominant Mating NA
04-horstmann 73 E dominant Negativity NA
04-horstmann 73 E dominant pOsitivity NA
04-horstmann 73 E dominant Sociality NA
04-horstmann 73 E E Adversity NA
04-horstmann 73 E E Deception NA
04-horstmann 73 E E Duty NA
04-horstmann 73 E E Intellect NA
04-horstmann 73 E E Mating NA
04-horstmann 73 E E Negativity NA
04-horstmann 73 E E pOsitivity NA
04-horstmann 73 E E Sociality NA
04-horstmann 73 E outgoing Adversity NA
04-horstmann 73 E outgoing Deception NA
04-horstmann 73 E outgoing Duty NA
04-horstmann 73 E outgoing Intellect NA
04-horstmann 73 E outgoing Mating NA
04-horstmann 73 E outgoing Negativity NA
04-horstmann 73 E outgoing pOsitivity NA
04-horstmann 73 E outgoing Sociality NA
04-horstmann 73 N N Adversity NA
04-horstmann 73 N N Deception NA
04-horstmann 73 N N Duty NA
04-horstmann 73 N N Intellect NA
04-horstmann 73 N N Mating NA
04-horstmann 73 N N Negativity NA
04-horstmann 73 N N pOsitivity NA
04-horstmann 73 N N Sociality NA
04-horstmann 73 O O Adversity NA
04-horstmann 73 O O Deception NA
04-horstmann 73 O O Duty NA
04-horstmann 73 O O Intellect NA
04-horstmann 73 O O Mating NA
04-horstmann 73 O O Negativity NA
04-horstmann 73 O O pOsitivity NA
04-horstmann 73 O O Sociality NA
04-horstmann 74 A A Duty NA
04-horstmann 74 A A Intellect NA
04-horstmann 74 A A Negativity NA
04-horstmann 74 A A pOsitivity NA
04-horstmann 74 A A Sociality NA
04-horstmann 74 C C Duty NA
04-horstmann 74 C C Intellect NA
04-horstmann 74 C C Negativity NA
04-horstmann 74 C C pOsitivity NA
04-horstmann 74 C C Sociality NA
04-horstmann 74 E dominant Duty NA
04-horstmann 74 E dominant Intellect NA
04-horstmann 74 E dominant Negativity NA
04-horstmann 74 E dominant pOsitivity NA
04-horstmann 74 E dominant Sociality NA
04-horstmann 74 E E Duty NA
04-horstmann 74 E E Intellect NA
04-horstmann 74 E E Negativity NA
04-horstmann 74 E E pOsitivity NA
04-horstmann 74 E E Sociality NA
04-horstmann 74 E outgoing Duty NA
04-horstmann 74 E outgoing Intellect NA
04-horstmann 74 E outgoing Negativity NA
04-horstmann 74 E outgoing pOsitivity NA
04-horstmann 74 E outgoing Sociality NA
04-horstmann 74 N N Duty NA
04-horstmann 74 N N Intellect NA
04-horstmann 74 N N Negativity NA
04-horstmann 74 N N pOsitivity NA
04-horstmann 74 N N Sociality NA
04-horstmann 74 O O Duty NA
04-horstmann 74 O O Intellect NA
04-horstmann 74 O O Negativity NA
04-horstmann 74 O O pOsitivity NA
04-horstmann 74 O O Sociality NA
04-horstmann 75 A A Duty NA
04-horstmann 75 A A Intellect NA
04-horstmann 75 A A Mating NA
04-horstmann 75 A A Negativity NA
04-horstmann 75 A A pOsitivity NA
04-horstmann 75 A A Sociality NA
04-horstmann 75 C C Duty NA
04-horstmann 75 C C Intellect NA
04-horstmann 75 C C Mating NA
04-horstmann 75 C C Negativity NA
04-horstmann 75 C C pOsitivity NA
04-horstmann 75 C C Sociality NA
04-horstmann 75 E dominant Duty NA
04-horstmann 75 E dominant Intellect NA
04-horstmann 75 E dominant Mating NA
04-horstmann 75 E dominant Negativity NA
04-horstmann 75 E dominant pOsitivity NA
04-horstmann 75 E dominant Sociality NA
04-horstmann 75 E E Duty NA
04-horstmann 75 E E Intellect NA
04-horstmann 75 E E Mating NA
04-horstmann 75 E E Negativity NA
04-horstmann 75 E E pOsitivity NA
04-horstmann 75 E E Sociality NA
04-horstmann 75 E outgoing Duty NA
04-horstmann 75 E outgoing Intellect NA
04-horstmann 75 E outgoing Mating NA
04-horstmann 75 E outgoing Negativity NA
04-horstmann 75 E outgoing pOsitivity NA
04-horstmann 75 E outgoing Sociality NA
04-horstmann 75 N N Duty NA
04-horstmann 75 N N Intellect NA
04-horstmann 75 N N Mating NA
04-horstmann 75 N N Negativity NA
04-horstmann 75 N N pOsitivity NA
04-horstmann 75 N N Sociality NA
04-horstmann 75 O O Duty NA
04-horstmann 75 O O Intellect NA
04-horstmann 75 O O Mating NA
04-horstmann 75 O O Negativity NA
04-horstmann 75 O O pOsitivity NA
04-horstmann 75 O O Sociality NA
04-horstmann 76 A A Adversity NA
04-horstmann 76 A A Deception NA
04-horstmann 76 A A Duty NA
04-horstmann 76 A A Intellect NA
04-horstmann 76 A A Mating NA
04-horstmann 76 A A Negativity NA
04-horstmann 76 A A pOsitivity NA
04-horstmann 76 A A Sociality NA
04-horstmann 76 C C Adversity NA
04-horstmann 76 C C Deception NA
04-horstmann 76 C C Duty NA
04-horstmann 76 C C Intellect NA
04-horstmann 76 C C Mating NA
04-horstmann 76 C C Negativity NA
04-horstmann 76 C C pOsitivity NA
04-horstmann 76 C C Sociality NA
04-horstmann 76 E dominant Adversity NA
04-horstmann 76 E dominant Deception NA
04-horstmann 76 E dominant Duty NA
04-horstmann 76 E dominant Intellect NA
04-horstmann 76 E dominant Mating NA
04-horstmann 76 E dominant Negativity NA
04-horstmann 76 E dominant pOsitivity NA
04-horstmann 76 E dominant Sociality NA
04-horstmann 76 E E Adversity NA
04-horstmann 76 E E Deception NA
04-horstmann 76 E E Duty NA
04-horstmann 76 E E Intellect NA
04-horstmann 76 E E Mating NA
04-horstmann 76 E E Negativity NA
04-horstmann 76 E E pOsitivity NA
04-horstmann 76 E E Sociality NA
04-horstmann 76 E outgoing Adversity NA
04-horstmann 76 E outgoing Deception NA
04-horstmann 76 E outgoing Duty NA
04-horstmann 76 E outgoing Intellect NA
04-horstmann 76 E outgoing Mating NA
04-horstmann 76 E outgoing Negativity NA
04-horstmann 76 E outgoing pOsitivity NA
04-horstmann 76 E outgoing Sociality NA
04-horstmann 76 N N Adversity NA
04-horstmann 76 N N Deception NA
04-horstmann 76 N N Duty NA
04-horstmann 76 N N Intellect NA
04-horstmann 76 N N Mating NA
04-horstmann 76 N N Negativity NA
04-horstmann 76 N N pOsitivity NA
04-horstmann 76 N N Sociality NA
04-horstmann 76 O O Adversity NA
04-horstmann 76 O O Deception NA
04-horstmann 76 O O Duty NA
04-horstmann 76 O O Intellect NA
04-horstmann 76 O O Mating NA
04-horstmann 76 O O Negativity NA
04-horstmann 76 O O pOsitivity NA
04-horstmann 76 O O Sociality NA
04-horstmann 77 A A Adversity NA
04-horstmann 77 A A Deception NA
04-horstmann 77 A A Duty NA
04-horstmann 77 A A Intellect NA
04-horstmann 77 A A Mating NA
04-horstmann 77 A A Negativity NA
04-horstmann 77 A A pOsitivity NA
04-horstmann 77 A A Sociality NA
04-horstmann 77 C C Adversity NA
04-horstmann 77 C C Deception NA
04-horstmann 77 C C Duty NA
04-horstmann 77 C C Intellect NA
04-horstmann 77 C C Mating NA
04-horstmann 77 C C Negativity NA
04-horstmann 77 C C pOsitivity NA
04-horstmann 77 C C Sociality NA
04-horstmann 77 E dominant Adversity NA
04-horstmann 77 E dominant Deception NA
04-horstmann 77 E dominant Duty NA
04-horstmann 77 E dominant Intellect NA
04-horstmann 77 E dominant Mating NA
04-horstmann 77 E dominant Negativity NA
04-horstmann 77 E dominant pOsitivity NA
04-horstmann 77 E dominant Sociality NA
04-horstmann 77 E E Adversity NA
04-horstmann 77 E E Deception NA
04-horstmann 77 E E Duty NA
04-horstmann 77 E E Intellect NA
04-horstmann 77 E E Mating NA
04-horstmann 77 E E Negativity NA
04-horstmann 77 E E pOsitivity NA
04-horstmann 77 E E Sociality NA
04-horstmann 77 E outgoing Adversity NA
04-horstmann 77 E outgoing Deception NA
04-horstmann 77 E outgoing Duty NA
04-horstmann 77 E outgoing Intellect NA
04-horstmann 77 E outgoing Mating NA
04-horstmann 77 E outgoing Negativity NA
04-horstmann 77 E outgoing pOsitivity NA
04-horstmann 77 E outgoing Sociality NA
04-horstmann 77 N N Adversity NA
04-horstmann 77 N N Deception NA
04-horstmann 77 N N Duty NA
04-horstmann 77 N N Intellect NA
04-horstmann 77 N N Mating NA
04-horstmann 77 N N Negativity NA
04-horstmann 77 N N pOsitivity NA
04-horstmann 77 N N Sociality NA
04-horstmann 77 O O Adversity NA
04-horstmann 77 O O Deception NA
04-horstmann 77 O O Duty NA
04-horstmann 77 O O Intellect NA
04-horstmann 77 O O Mating NA
04-horstmann 77 O O Negativity NA
04-horstmann 77 O O pOsitivity NA
04-horstmann 77 O O Sociality NA
04-horstmann 79 A A Adversity NA
04-horstmann 79 A A Deception NA
04-horstmann 79 A A Duty NA
04-horstmann 79 A A Intellect NA
04-horstmann 79 A A Mating NA
04-horstmann 79 A A Negativity NA
04-horstmann 79 A A pOsitivity NA
04-horstmann 79 A A Sociality NA
04-horstmann 79 C C Adversity NA
04-horstmann 79 C C Deception NA
04-horstmann 79 C C Duty NA
04-horstmann 79 C C Intellect NA
04-horstmann 79 C C Mating NA
04-horstmann 79 C C Negativity NA
04-horstmann 79 C C pOsitivity NA
04-horstmann 79 C C Sociality NA
04-horstmann 79 E dominant Adversity NA
04-horstmann 79 E dominant Deception NA
04-horstmann 79 E dominant Duty NA
04-horstmann 79 E dominant Intellect NA
04-horstmann 79 E dominant Mating NA
04-horstmann 79 E dominant Negativity NA
04-horstmann 79 E dominant pOsitivity NA
04-horstmann 79 E dominant Sociality NA
04-horstmann 79 E E Adversity NA
04-horstmann 79 E E Deception NA
04-horstmann 79 E E Duty NA
04-horstmann 79 E E Intellect NA
04-horstmann 79 E E Mating NA
04-horstmann 79 E E Negativity NA
04-horstmann 79 E E pOsitivity NA
04-horstmann 79 E E Sociality NA
04-horstmann 79 E outgoing Adversity NA
04-horstmann 79 E outgoing Deception NA
04-horstmann 79 E outgoing Duty NA
04-horstmann 79 E outgoing Intellect NA
04-horstmann 79 E outgoing Mating NA
04-horstmann 79 E outgoing Negativity NA
04-horstmann 79 E outgoing pOsitivity NA
04-horstmann 79 E outgoing Sociality NA
04-horstmann 79 N N Adversity NA
04-horstmann 79 N N Deception NA
04-horstmann 79 N N Duty NA
04-horstmann 79 N N Intellect NA
04-horstmann 79 N N Mating NA
04-horstmann 79 N N Negativity NA
04-horstmann 79 N N pOsitivity NA
04-horstmann 79 N N Sociality NA
04-horstmann 79 O O Adversity NA
04-horstmann 79 O O Deception NA
04-horstmann 79 O O Duty NA
